,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,
team Number,nickname,home Championship,event,Week,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo
48,Delphi E.L.I.T.E.,St. Louis,SmokyMountains,4,3.55,-0.57,1.31,1.15,0.46,0.01,28.26,0.47,-1.00,-1.00,9.42,32.96,-0.66,-0.30,-0.12,0.34,0.30,0.46,0.01,25.60,2.03,-1.00,-1.00,59.25,0.18,0.32,0.18,33.78,0.78,-1.00,-1.00,0.00,0.01,-0.02,0.03,-0.26,0.11,-6.68,2.82,53.86,1.11,2.50,-1.00,-1.00,1.02,95.03,95.61,0.26,-9.30,1560
48,Delphi E.L.I.T.E.,St. Louis,MiamiValley,2,4.03,0.00,-0.05,-0.05,0.40,0.00,23.98,0.40,-1.00,-1.00,7.99,27.95,0.08,-0.82,-0.26,0.33,0.38,0.45,0.01,31.07,2.22,-1.00,-1.00,76.08,0.17,0.53,0.20,45.27,0.85,-1.00,-1.00,0.00,0.01,-0.11,0.01,-0.05,0.02,-1.67,0.45,55.05,1.18,2.62,-1.00,-1.00,-0.31,104.48,105.61,0.43,49.10,1634
51,Wings of Fire,Houston,Tesla,9,3.58,0.32,1.34,1.43,0.45,0.01,27.71,0.46,-1.00,-1.00,9.24,32.72,0.84,-5.20,-1.82,0.33,0.33,0.28,-0.04,17.74,1.09,-1.00,-1.00,59.06,0.31,0.42,0.14,43.15,0.92,-1.00,-1.00,-0.08,-0.04,0.01,0.23,0.08,-0.02,2.01,0.70,45.44,0.91,1.55,-1.00,-1.00,-0.39,92.48,86.73,0.34,26.41,1576
51,Wings of Fire,St. Louis,MISCConsumersEnergy,7,5.07,-0.06,-0.36,-0.37,0.47,0.16,38.35,0.64,-1.00,-1.00,12.78,43.05,0.72,-0.54,-0.06,0.33,0.33,0.27,0.13,17.14,1.89,-1.00,-1.00,68.82,0.24,0.38,0.41,51.73,1.00,-1.00,-1.00,-0.01,0.13,0.13,-0.07,0.06,0.18,2.08,4.10,55.49,1.07,2.53,-1.00,-1.00,-0.43,115.97,128.74,0.31,28.88,1582
51,Wings of Fire,St. Louis,MIHowell,5,4.48,-0.06,0.87,0.83,0.58,0.00,34.81,0.58,-1.00,-1.00,11.60,40.12,0.40,-2.13,-0.74,0.33,0.35,0.51,0.00,24.77,2.18,-1.00,-1.00,72.77,0.36,0.33,0.28,48.75,0.94,-1.00,-1.00,0.00,0.00,0.10,-0.10,0.06,0.26,2.00,5.88,59.58,1.20,2.77,-1.00,-1.00,0.08,118.77,119.18,0.33,37.58,1572
51,Wings of Fire,St. Louis,MIGaylord,3,6.09,0.00,0.13,0.13,0.21,0.00,12.63,0.21,-1.00,-1.00,4.21,18.85,0.59,-0.61,-0.10,0.33,0.38,0.23,0.00,29.38,1.46,-1.00,-1.00,86.72,0.41,0.45,0.29,57.44,0.63,-1.00,-1.00,0.00,0.00,0.05,0.22,-0.16,-0.07,-3.83,-0.54,42.02,0.95,1.67,-1.00,-1.00,0.04,105.04,104.71,0.28,29.73,1540
56,R.O.B.B.E.,St. Louis,MARChampionship,6,4.17,0.00,0.79,0.79,0.24,-0.01,13.56,0.23,-1.00,-1.00,4.52,18.52,0.79,3.60,1.30,0.33,0.33,0.35,0.11,35.91,2.49,-1.00,-1.00,92.28,0.34,0.33,0.43,55.07,1.00,-1.00,-1.00,-0.01,0.11,0.00,0.09,0.05,0.21,1.19,5.64,49.47,1.12,2.71,-1.00,-1.00,2.10,116.44,127.30,0.32,3.87,1538
56,R.O.B.B.E.,St. Louis,MARMontgomery,5,4.72,0.62,-0.61,-0.46,0.51,0.00,30.35,0.51,-1.00,-1.00,10.12,34.61,-0.04,-2.20,-0.73,0.33,0.33,0.33,0.10,23.82,2.11,-1.00,-1.00,59.92,0.28,0.39,0.07,36.84,0.80,-1.00,-1.00,-0.02,0.10,0.00,0.05,-0.01,0.22,-0.34,5.86,54.17,1.10,2.62,-1.00,-1.00,-1.19,100.39,110.34,0.11,14.47,1554
56,R.O.B.B.E.,St. Louis,MARBridgewater-Raritan,3,4.77,0.41,-0.17,-0.01,0.20,0.00,11.70,0.20,-1.00,-1.00,3.90,16.46,0.43,-0.49,-0.09,0.33,0.37,0.46,-0.01,38.33,2.32,-1.00,-1.00,77.47,0.37,0.37,0.04,39.22,0.80,-1.00,-1.00,0.00,-0.01,0.33,0.05,-0.16,0.10,-2.32,2.83,50.04,1.15,2.51,-1.00,-1.00,-0.10,96.75,95.73,0.47,53.83,1601
58,The Riot Crew,St. Louis,NEChampionship,6,4.46,-0.49,2.01,1.86,0.19,0.00,11.62,0.19,-1.00,-1.00,3.87,17.94,-0.45,0.04,0.03,0.33,0.33,0.37,0.08,36.86,2.43,-1.00,-1.00,84.02,0.34,0.40,0.21,47.13,0.92,-1.00,-1.00,0.00,0.08,-0.10,-0.04,0.36,0.25,8.47,6.13,48.48,1.12,2.62,-1.00,-1.00,1.89,108.10,116.05,0.19,1.38,1481
58,The Riot Crew,St. Louis,NEPineTree,5,4.49,-0.06,-0.22,-0.24,0.21,0.00,12.52,0.21,-1.00,-1.00,4.17,16.77,-0.12,1.37,0.43,0.34,0.33,0.40,-0.01,33.84,1.98,-1.00,-1.00,56.52,0.30,0.20,-0.05,22.25,0.90,-1.00,-1.00,-0.04,-0.01,0.18,-0.10,0.15,0.60,4.66,14.50,46.36,1.05,2.19,-1.00,-1.00,0.18,87.79,85.73,0.28,5.90,1468
58,The Riot Crew,St. Louis,NENorthShore,3,4.48,0.06,0.30,0.31,0.26,0.00,15.84,0.26,-1.00,-1.00,5.28,20.63,0.16,-1.62,-0.58,0.33,0.41,0.10,-0.01,22.77,0.89,-1.00,-1.00,72.48,0.50,0.26,0.24,50.28,0.86,-1.00,-1.00,-0.01,-0.01,-0.04,0.16,0.19,0.55,4.57,14.51,38.61,0.83,1.15,-1.00,-1.00,-0.27,107.62,106.33,0.47,43.85,1525
59,RamTech,Houston,Orlando,2,4.82,-0.03,0.25,0.24,0.30,0.00,17.86,0.30,-1.00,-1.00,5.95,22.92,-0.18,8.08,2.35,0.33,0.36,0.38,0.01,31.71,1.99,-1.00,-1.00,63.02,-0.26,0.35,0.49,28.96,0.64,-1.00,-1.00,0.00,0.01,-0.08,0.06,0.24,0.54,5.63,13.87,49.57,1.09,2.28,-1.00,-1.00,2.59,99.82,101.31,0.37,23.13,1480
59,RamTech,Houston,SouthFlorida,1,4.67,0.00,-0.16,-0.16,-0.20,0.00,-11.73,-0.20,-1.00,-1.00,-3.91,-7.23,-0.05,19.62,6.36,0.32,0.30,0.19,0.00,40.17,1.53,-1.00,-1.00,61.96,0.18,0.00,0.13,15.43,0.67,-1.00,-1.00,0.00,0.00,0.18,-0.05,0.62,-0.05,16.35,-1.45,28.44,0.81,1.34,-1.00,-1.00,6.19,53.29,53.29,0.18,-15.22,1414
60,Bionic Bulldogs,Houston,Newton,8,5.71,-0.02,0.93,0.93,0.41,0.10,30.58,0.51,-1.00,-1.00,10.19,37.22,2.34,-0.63,-0.07,0.33,0.33,0.48,0.06,27.38,2.41,-1.00,-1.00,70.54,0.31,0.08,0.47,43.22,0.90,-1.00,-1.00,-0.01,0.06,0.25,0.05,-0.10,-0.41,-1.32,-9.89,57.96,1.19,2.92,-1.00,-1.00,0.87,97.87,103.59,0.20,20.03,1597
60,Bionic Bulldogs,Houston,LasVegas,6,4.93,0.33,0.00,0.10,0.30,0.02,18.67,0.31,-1.00,-1.00,6.22,23.70,-0.48,1.07,0.10,0.33,0.33,0.37,0.03,30.17,2.00,-1.00,-1.00,65.07,0.19,0.21,0.30,34.80,1.00,-1.00,-1.00,0.03,0.03,0.03,0.35,0.08,0.18,2.27,6.37,48.84,1.07,2.32,-1.00,-1.00,0.20,95.13,98.53,0.15,-11.06,1566
60,Bionic Bulldogs,Houston,ArizonaNorth,2,5.75,0.00,-0.35,-0.35,0.30,0.00,18.10,0.30,-1.00,-1.00,6.03,23.50,0.99,-1.23,-0.30,0.33,0.38,0.06,0.00,19.10,0.72,-1.00,-1.00,51.02,0.35,0.33,-0.03,32.22,0.84,-1.00,-1.00,0.00,0.00,-0.06,0.06,0.03,0.63,0.54,16.02,37.20,0.78,1.02,-1.00,-1.00,-0.65,90.54,90.54,0.49,60.93,1603
63,McDowell Robotics Team 63,St. Louis,SmokyMountains,4,5.20,0.63,-0.22,-0.03,-0.07,-0.01,-5.02,-0.08,-1.00,-1.00,-1.67,0.15,1.17,-0.56,0.01,0.35,0.37,0.32,0.01,45.06,2.15,-1.00,-1.00,93.03,0.27,0.29,0.40,47.96,0.80,-1.00,-1.00,0.00,0.01,-0.08,0.25,0.22,0.03,4.98,1.90,40.03,1.04,2.07,-1.00,-1.00,-0.02,95.07,95.62,0.20,36.59,1569
63,McDowell Robotics Team 63,St. Louis,MiamiValley,2,5.24,0.00,-0.20,-0.20,0.24,0.00,14.31,0.24,-1.00,-1.00,4.77,19.35,0.00,0.35,0.09,0.33,0.39,0.37,-0.01,33.68,1.95,-1.00,-1.00,80.22,0.28,0.44,0.22,46.45,0.80,-1.00,-1.00,0.00,-0.01,-0.10,0.16,0.13,0.19,2.82,5.64,47.99,1.08,2.19,-1.00,-1.00,-0.11,105.21,104.01,0.42,49.02,1581
66,Grizzly Robotics,Houston,Daly,9,4.98,-0.17,0.55,0.50,0.32,0.10,25.62,0.43,-1.00,-1.00,8.54,31.10,-0.43,-2.91,-0.95,0.33,0.33,0.35,0.31,36.04,3.50,-1.00,-1.00,72.28,0.39,0.35,0.01,37.19,0.83,-1.00,-1.00,-0.01,0.31,-0.01,-0.02,0.10,0.04,2.38,0.81,61.66,1.33,3.93,-1.00,-1.00,-0.45,104.19,134.89,0.09,-17.23,1463
66,Grizzly Robotics,St. Louis,MISCFord,7,4.68,0.65,0.02,0.19,0.47,0.00,28.09,0.47,-1.00,-1.00,9.36,32.96,0.30,1.94,0.73,0.33,0.33,0.34,0.20,29.60,2.76,-1.00,-1.00,44.77,0.19,-0.06,0.16,14.45,0.80,-1.00,-1.00,0.08,0.20,0.24,0.33,0.13,-0.05,4.36,0.31,57.69,1.21,3.23,-1.00,-1.00,0.91,78.04,99.23,0.09,-27.81,1446
66,Grizzly Robotics,St. Louis,MIHowell,5,5.11,-0.22,-0.18,-0.24,0.44,0.00,26.41,0.44,-1.00,-1.00,8.80,31.28,0.00,-2.25,-0.74,0.33,0.35,0.58,0.01,33.26,2.64,-1.00,-1.00,72.98,0.27,0.23,0.31,40.46,0.88,-1.00,-1.00,0.00,0.01,-0.08,-0.09,0.48,-0.06,11.73,-1.95,59.67,1.27,3.08,-1.00,-1.00,-0.98,102.31,103.49,0.18,10.03,1457
66,Grizzly Robotics,St. Louis,MISt.Joseph,2,4.01,0.00,0.09,0.09,-0.01,0.00,-0.50,-0.01,-1.00,-1.00,-0.17,3.61,-1.76,3.04,0.86,0.33,0.27,0.13,0.00,29.83,1.09,-1.00,-1.00,90.32,0.48,0.48,0.22,59.63,0.79,-1.00,-1.00,0.00,0.00,-0.29,0.17,0.23,-0.12,4.26,-2.25,29.33,0.74,1.08,-1.00,-1.00,0.95,91.68,91.68,0.32,11.29,1489
67,The HOT Team,Houston,Archimedes,9,5.51,-0.47,3.22,3.12,0.54,0.01,32.58,0.54,-1.00,-1.00,10.86,41.20,0.47,4.86,1.58,0.33,0.33,0.34,0.42,35.20,3.98,-1.00,-1.00,93.46,0.36,0.42,0.35,56.68,0.94,-1.00,-1.00,0.04,0.42,0.15,0.04,-0.02,0.06,0.23,1.75,67.78,1.42,4.53,-1.00,-1.00,4.70,136.41,178.92,0.59,71.88,1689
67,The HOT Team,St. Louis,MISCDow,7,4.91,-0.25,3.20,3.14,0.37,0.00,21.96,0.37,-1.00,-1.00,7.32,30.01,2.27,1.60,0.54,0.33,0.33,0.36,0.31,38.87,3.61,-1.00,-1.00,87.54,0.37,0.37,0.22,48.13,0.79,-1.00,-1.00,-0.08,0.31,0.08,-0.14,-0.06,0.03,-1.06,0.05,60.83,1.34,3.98,-1.00,-1.00,3.68,117.60,147.49,0.36,14.10,1582
67,The HOT Team,St. Louis,MIWaterford,3,3.85,0.00,0.44,0.44,0.24,0.00,14.51,0.24,-1.00,-1.00,4.84,18.80,0.69,0.94,0.23,0.33,0.38,0.62,0.05,45.44,3.26,-1.00,-1.00,95.03,0.45,0.17,0.37,49.36,0.58,-1.00,-1.00,0.00,0.05,-0.14,0.09,-0.15,0.14,-4.46,3.94,59.95,1.38,3.51,-1.00,-1.00,0.67,117.77,122.85,0.59,83.91,1600
67,The HOT Team,St. Louis,MISouthfield,1,3.28,0.00,-0.86,-0.86,0.01,0.00,0.73,0.01,-1.00,-1.00,0.24,3.16,-0.73,4.31,1.38,0.34,0.32,0.15,0.00,31.60,1.22,-1.00,-1.00,63.72,0.18,0.19,0.25,30.75,0.56,-1.00,-1.00,0.00,0.00,-0.06,0.33,-0.02,0.08,-0.77,3.62,32.33,0.80,1.23,-1.00,-1.00,0.52,70.50,70.50,0.42,23.76,1595
68,Truck Town Thunder,Houston,Carson,9,4.69,0.18,-1.26,-1.26,0.56,-0.01,33.36,0.56,-1.00,-1.00,11.12,36.79,-0.33,1.10,0.32,0.33,0.33,0.33,0.13,22.69,2.19,-1.00,-1.00,55.62,0.28,0.06,0.32,32.61,0.80,-1.00,-1.00,-0.03,0.13,0.08,0.30,0.04,0.26,1.42,8.05,56.05,1.12,2.74,-1.00,-1.00,-0.94,100.46,112.29,0.05,-8.26,1491
68,Truck Town Thunder,St. Louis,MISCDTEEnergyFoundation,7,4.29,-0.02,3.02,3.02,0.41,0.00,24.68,0.41,-1.00,-1.00,8.23,31.99,-0.54,0.27,0.00,0.33,0.33,0.36,0.36,39.08,3.87,-1.00,-1.00,49.03,0.26,0.08,-0.14,9.95,0.60,-1.00,-1.00,0.01,0.36,-0.11,0.03,0.18,0.27,3.92,6.95,63.76,1.39,4.28,-1.00,-1.00,3.02,87.97,124.34,0.10,-8.44,1504
68,Truck Town Thunder,St. Louis,MIMarysville,6,5.00,-0.01,0.13,0.13,0.11,0.00,6.37,0.11,-1.00,-1.00,2.12,11.50,0.24,8.13,2.66,0.33,0.33,0.40,0.39,54.26,4.53,-1.00,-1.00,108.42,0.39,0.35,0.29,51.49,0.79,-1.00,-1.00,0.00,0.39,0.18,-0.08,0.34,0.16,9.29,3.65,60.63,1.46,4.64,-1.00,-1.00,2.79,123.56,162.79,0.34,32.30,1543
68,Truck Town Thunder,St. Louis,MILansing,4,3.96,0.00,-0.23,-0.23,0.20,0.00,11.78,0.20,-1.00,-1.00,3.93,15.50,-0.12,7.17,2.28,0.33,0.33,0.41,0.11,39.40,2.75,-1.00,-1.00,99.41,0.25,0.36,0.55,57.73,0.76,-1.00,-1.00,0.00,0.11,0.00,0.13,0.34,0.03,8.42,1.42,51.18,1.18,2.95,-1.00,-1.00,2.05,116.33,127.32,0.33,37.54,1502
68,Truck Town Thunder,St. Louis,MIAnnArborPioneer,2,2.79,0.00,0.00,0.00,-0.27,0.00,-16.04,-0.27,-1.00,-1.00,-5.35,-13.25,-0.30,-0.25,-0.09,0.34,0.29,0.33,0.00,48.82,2.15,-1.00,-1.00,86.79,0.21,0.21,0.34,38.07,0.64,-1.00,-1.00,0.00,0.00,0.28,0.23,-0.08,0.07,-0.56,2.93,32.78,0.95,1.88,-1.00,-1.00,-0.09,76.47,76.47,0.15,-3.91,1429
69,HYPER,St. Louis,NERhodeIsland,4,4.41,0.22,-0.33,-0.26,0.25,0.00,15.07,0.25,-1.00,-1.00,5.02,19.22,-0.01,0.42,0.08,0.33,0.33,0.03,-0.01,17.70,0.52,-1.00,-1.00,83.95,0.21,0.50,0.62,66.16,0.93,-1.00,-1.00,-0.03,-0.01,0.00,-0.13,0.02,-0.05,0.46,-1.99,32.78,0.69,0.77,-1.00,-1.00,-0.18,101.18,100.13,0.34,27.07,1509
69,HYPER,St. Louis,NEWPI,2,5.60,0.00,-0.05,-0.05,0.15,0.00,8.72,0.15,-1.00,-1.00,2.91,14.27,-2.50,4.36,1.08,0.35,0.43,0.04,-0.01,26.70,0.86,-1.00,-1.00,38.96,0.13,-0.04,0.13,11.19,0.33,-1.00,-1.00,0.00,-0.01,0.04,0.22,0.39,-0.23,9.87,-4.67,35.42,0.81,1.01,-1.00,-1.00,1.03,48.56,47.96,0.17,-6.40,1449
70,More Martians,Houston,Archimedes,9,4.51,-0.12,0.80,0.78,0.39,-0.02,22.67,0.38,-1.00,-1.00,7.56,27.97,0.98,16.43,5.17,0.33,0.33,0.28,0.28,33.97,3.09,-1.00,-1.00,65.03,0.24,0.27,0.00,25.90,0.77,-1.00,-1.00,0.04,0.28,0.25,0.20,0.13,-0.11,4.56,-1.67,56.64,1.23,3.47,-1.00,-1.00,5.95,91.33,120.01,0.34,37.95,1571
70,More Martians,St. Louis,MISCDow,7,4.80,-0.30,0.47,0.38,0.26,0.00,15.69,0.26,-1.00,-1.00,5.23,20.88,1.12,3.63,1.21,0.33,0.33,0.33,0.24,39.05,3.18,-1.00,-1.00,82.55,0.34,0.22,0.28,42.30,0.87,-1.00,-1.00,0.00,0.24,-0.01,0.06,0.15,0.09,3.67,2.46,54.74,1.24,3.44,-1.00,-1.00,1.59,105.89,130.29,-0.05,-4.01,1486
70,More Martians,St. Louis,MILansing,4,4.72,0.00,-0.47,-0.47,0.32,0.00,19.45,0.32,-1.00,-1.00,6.48,23.71,-0.21,0.16,-0.10,0.33,0.33,0.42,0.18,37.67,3.10,-1.00,-1.00,75.09,0.43,0.02,0.30,37.53,0.71,-1.00,-1.00,0.00,0.18,-0.10,0.06,-0.09,-0.14,-2.70,-3.10,57.12,1.27,3.43,-1.00,-1.00,-0.57,95.70,113.62,0.35,35.60,1523
70,More Martians,St. Louis,MIKetteringUniversity1,1,4.79,-0.02,0.48,0.48,0.16,0.00,9.40,0.16,-1.00,-1.00,3.13,14.68,1.21,0.01,0.08,0.34,0.35,0.42,0.00,38.11,2.23,-1.00,-1.00,68.30,0.30,-0.14,0.45,30.11,0.47,-1.00,-1.00,0.00,0.00,-0.07,0.03,-0.11,-0.04,-3.02,-0.97,47.52,1.11,2.39,-1.00,-1.00,0.56,82.01,82.01,0.19,21.73,1526
71,Team Hammond,Houston,Curie,9,5.45,0.10,1.24,1.25,0.32,-0.01,18.77,0.31,-1.00,-1.00,6.26,25.47,-0.56,3.95,1.07,0.33,0.33,0.33,0.38,42.44,3.94,-1.00,-1.00,114.30,0.46,0.50,0.45,70.80,1.00,-1.00,-1.00,0.03,0.38,-0.10,0.06,0.03,-0.09,0.29,-1.98,61.21,1.37,4.25,-1.00,-1.00,2.32,137.79,176.23,0.40,43.90,1630
71,Team Hammond,St. Louis,INStateChampionship,6,5.28,0.00,1.05,1.05,0.29,0.17,27.48,0.46,-1.00,-1.00,9.16,33.81,-0.33,3.83,1.22,0.33,0.33,0.35,0.36,36.81,3.78,-1.00,-1.00,100.76,0.44,0.48,0.34,62.74,0.94,-1.00,-1.00,0.00,0.36,-0.15,-0.15,-0.18,-0.03,-5.24,-1.48,64.29,1.38,4.24,-1.00,-1.00,2.27,133.09,169.40,0.33,45.01,1653
71,Team Hammond,St. Louis,INPerryMeridian,4,4.89,0.00,0.02,0.02,0.43,0.00,25.60,0.43,-1.00,-1.00,8.53,30.51,-0.04,2.94,0.91,0.33,0.33,0.38,0.41,41.12,4.23,-1.00,-1.00,84.92,0.25,0.23,0.37,42.89,0.75,-1.00,-1.00,0.00,0.41,-0.15,0.03,0.04,0.51,0.31,12.96,66.72,1.45,4.66,-1.00,-1.00,0.93,128.40,169.28,0.42,62.05,1628
71,Team Hammond,St. Louis,INSt.Joseph,2,5.04,0.00,0.13,0.13,0.45,0.00,26.90,0.45,-1.00,-1.00,8.97,32.08,-0.07,8.72,2.60,0.33,0.34,0.51,0.00,29.15,2.26,-1.00,-1.00,81.33,0.08,0.41,0.50,49.59,0.71,-1.00,-1.00,0.00,0.00,0.06,0.13,0.09,0.21,2.64,5.85,56.05,1.18,2.70,-1.00,-1.00,2.72,119.25,119.25,0.43,53.92,1602
74,Team C.H.A.O.S.,Houston,Darwin,9,5.31,-0.15,-2.81,-2.86,0.45,-0.01,26.65,0.44,-1.00,-1.00,8.88,29.11,-0.66,-4.31,-1.48,0.33,0.35,0.38,0.34,38.69,3.83,-1.00,-1.00,95.38,0.44,0.42,0.30,58.17,1.00,-1.00,-1.00,-0.08,0.34,-0.02,0.04,0.93,0.03,23.21,0.84,65.34,1.41,4.27,-1.00,-1.00,-4.34,125.33,158.13,0.38,19.38,1617
74,Team C.H.A.O.S.,St. Louis,MISCFord,7,5.15,-0.01,-0.02,-0.01,0.26,0.00,15.75,0.26,-1.00,-1.00,5.25,20.88,-0.03,2.28,0.78,0.33,0.33,0.33,0.20,37.38,2.92,-1.00,-1.00,86.01,0.40,0.26,0.29,47.86,1.00,-1.00,-1.00,0.01,0.20,0.03,-0.06,0.07,0.18,1.89,4.26,53.13,1.20,3.18,-1.00,-1.00,0.76,111.16,131.16,0.40,25.03,1610
74,Team C.H.A.O.S.,St. Louis,MIShepherd,6,5.25,-0.11,2.49,2.46,0.30,0.00,17.70,0.30,-1.00,-1.00,5.90,25.41,0.07,-0.80,-0.33,0.33,0.34,0.50,0.38,50.65,4.70,-1.00,-1.00,108.90,0.37,0.37,0.44,58.59,0.90,-1.00,-1.00,0.04,0.38,0.02,-0.08,-0.08,0.45,-1.96,10.89,68.35,1.56,5.00,-1.00,-1.00,2.13,145.20,184.37,0.62,117.72,1681
74,Team C.H.A.O.S.,St. Louis,MIWestMichigan,4,4.65,0.00,-0.15,-0.15,0.01,0.00,0.41,0.01,-1.00,-1.00,0.14,4.91,1.03,2.38,0.79,0.33,0.38,0.54,-0.04,48.13,2.65,-1.00,-1.00,97.64,0.19,0.22,0.56,48.72,0.71,-1.00,-1.00,0.00,-0.04,-0.10,0.13,0.03,0.23,0.29,6.41,48.54,1.21,2.66,-1.00,-1.00,0.64,108.96,105.07,0.31,48.02,1561
74,Team C.H.A.O.S.,St. Louis,INSt.Joseph,2,4.68,0.00,1.27,1.27,0.03,0.00,1.75,0.03,-1.00,-1.00,0.58,7.70,-0.07,-0.45,-0.23,0.33,0.36,0.29,0.00,38.18,1.84,-1.00,-1.00,58.46,0.14,0.29,-0.01,20.52,0.50,-1.00,-1.00,0.00,0.00,-0.12,-0.04,-0.06,0.27,-2.18,6.51,39.93,0.98,1.87,-1.00,-1.00,1.03,72.67,72.67,0.10,-15.78,1503
75,RoboRaiders,Houston,Daly,9,5.10,-0.20,2.48,2.42,0.25,0.18,26.20,0.44,-1.00,-1.00,8.73,33.72,-0.30,7.60,2.41,0.33,0.33,0.37,0.47,42.66,4.52,-1.00,-1.00,87.15,0.40,0.25,0.19,42.09,0.83,-1.00,-1.00,-0.10,0.47,-0.15,-0.05,-0.04,-0.19,-1.82,-4.91,68.86,1.50,4.95,-1.00,-1.00,4.83,115.96,160.97,0.38,27.70,1533
75,RoboRaiders,St. Louis,MARChampionship,6,5.34,0.00,0.83,0.83,0.27,0.01,16.30,0.27,-1.00,-1.00,5.43,22.47,0.00,0.10,0.04,0.33,0.33,0.35,0.20,37.97,3.01,-1.00,-1.00,88.37,0.34,0.28,0.39,50.37,0.93,-1.00,-1.00,0.01,0.20,0.29,0.01,0.08,-0.11,3.48,-2.66,54.27,1.22,3.29,-1.00,-1.00,0.87,108.18,128.56,0.14,-17.39,1513
75,RoboRaiders,St. Louis,MARMontgomery,5,5.61,-0.13,0.48,0.45,0.24,0.00,14.64,0.24,-1.00,-1.00,4.88,20.71,-0.03,-1.27,-0.42,0.33,0.33,0.43,0.02,34.72,2.26,-1.00,-1.00,95.63,0.51,0.35,0.37,61.32,0.85,-1.00,-1.00,0.01,0.02,0.01,0.16,-0.04,-0.07,-0.96,-0.92,49.36,1.11,2.50,-1.00,-1.00,0.04,115.41,117.91,0.39,21.87,1550
75,RoboRaiders,St. Louis,MARMountOlive,2,3.79,0.00,-0.21,-0.21,0.15,0.00,9.25,0.15,-1.00,-1.00,3.08,12.83,-1.22,-1.29,-0.49,0.33,0.34,0.28,0.00,32.02,1.66,-1.00,-1.00,55.62,0.20,0.13,0.15,24.09,0.70,-1.00,-1.00,0.00,0.00,0.19,0.09,0.60,0.09,15.83,2.72,41.26,0.95,1.81,-1.00,-1.00,-0.70,71.17,71.17,0.18,4.94,1551
78,AIR STRIKE,Houston,Darwin,9,5.09,0.58,1.37,1.56,-0.01,0.00,-0.71,-0.01,-1.00,-1.00,-0.24,5.94,3.45,-6.47,-1.73,0.33,0.34,0.33,0.14,46.30,2.86,-1.00,-1.00,80.80,0.30,0.30,0.13,36.24,1.00,-1.00,-1.00,0.14,0.14,0.06,0.13,0.05,0.10,1.55,3.03,45.59,1.15,2.85,-1.00,-1.00,-0.17,89.77,106.70,-0.10,-30.22,1526
78,AIR STRIKE,St. Louis,NEChampionship,6,5.74,0.25,0.45,0.51,0.46,0.00,27.58,0.46,-1.00,-1.00,9.19,33.82,-0.18,-1.37,-0.42,0.33,0.33,0.39,0.52,44.67,4.88,-1.00,-1.00,92.41,0.29,0.40,0.28,48.16,0.94,-1.00,-1.00,-0.07,0.52,0.01,0.22,0.00,0.21,0.10,6.31,72.25,1.58,5.34,-1.00,-1.00,0.08,132.54,182.92,0.45,22.75,1645
78,AIR STRIKE,St. Louis,NERhodeIsland,4,5.41,0.15,0.31,0.38,0.11,0.00,6.80,0.11,-1.00,-1.00,2.27,12.59,-0.17,1.11,0.28,0.33,0.33,0.34,0.11,40.32,2.60,-1.00,-1.00,99.14,0.43,0.52,0.22,58.53,0.94,-1.00,-1.00,0.00,0.11,0.07,0.20,0.18,0.16,4.76,5.11,47.12,1.12,2.72,-1.00,-1.00,0.67,116.84,128.05,0.49,63.18,1682
78,AIR STRIKE,St. Louis,NESEMass,2,4.95,0.00,-0.01,-0.01,0.49,0.00,29.50,0.49,-1.00,-1.00,9.83,34.44,0.24,-0.34,-0.14,0.34,0.42,0.63,-0.01,35.58,2.80,-1.00,-1.00,87.72,0.48,0.25,0.32,52.27,0.87,-1.00,-1.00,0.00,-0.01,-0.02,0.22,-0.14,0.38,-3.54,10.66,65.08,1.38,3.29,-1.00,-1.00,-0.15,132.82,131.61,0.40,89.56,1637
