# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	SouthFlorida	LakeSuperior	NorthernLights	Palmetto	Dallas	InlandEmpire	GeorgiaSouthernClassic	MIHowell	MISouthfield	MIStandish	NEGraniteState	PNWOregonCity	PNWAuburnMountainview	NEWaterbury	INPerryMeridian	MARHatboro-Horsham	TorontoCentral	MexicoCity	ArkansasRockCity	Pittsburgh	CentralValley	NEPioneerValley	MIKetteringUniversity	MIKentwood	MIWaterford	PNWWestValley	NEReading	MARMt.Olive	PNWGlacierPeak	Israel	Australia	TorontoEast	LosAngeles	Orlando	KansasCity	Alamo	Utah	NewYorkCity	INKokomo	NEUMass-Dartmouth	NEPineTree	MIWoodhaven	MIGullLake	MITraverseCity	PNWWilsonville	MARSpringsideChestnutHill	PNWMt.Vernon	Waterloo	Montreal	ArizonaEast	Sacramento	CentralIllinois	Bayou	St.Louis	NorthCarolina	NewYorkTechValley	Virginia	Wisconsin	INPurdue	MIWestMichigan	MIGreatLakesBayRegion	MISt.Joseph	PNWCentralWashingtonUniversity	NEUNH	MARSeneca	NERhodeIsland	PNWShorewood	NorthBay	Colorado	Peachtree	Hawaii	LasVegas	SBPLILongIsland	FingerLakes	Buckeye	Oklahoma	HubCity	GreaterDC	Ventura	NENortheastern	MICenterline	MIEscanaba	MILivonia	PNWPhilomathPeak	PNWAuburn	NEHartford	MARBridgewater-Raritan	MARUpperDarby	WesternCanada	WindsorEssexGreatLakes	ArizonaWest	SanDiego	SiliconValley	Midwest	Chesapeake	Minnesota10000Lakes	MinnesotaNorthStar	QueenCity	SmokyMountains	LoneStar	PNWDistrictChampionship	INDistrictChampionship	MILansing	MIBedford	MITroy	MARNorthBrunswick	NEDistrictChampionship	MIDistrictChampionship	MARDistrictChampionship	Archimedes	Carson	Carver	Curie	Galileo	Hopper	Newton	Tesla
																																																																																																																												
1	Hebron, OH USA	LAKEWOOD HIGH SCHOOL	Rusty Knights	5146	2622	2.1																																																																												2.12761937667																																										
1	Shinjuku, 13 Japan	Yukai Engineering Inc. & FIRST Japan FRC Team	Indigo Ninjas	5701	2623	2.1193363666535																																																																								2.11933633085																																														
1	Milwaukee, WI USA	HellermannTyton/General Electric/Rockwell International/STRATTEC Security Corporation & CUSTER HIGH	CougarBots	4247	2624	2.1																																																											2.1190790382042																																																											
1	American Fork, UT USA	Alpine School District/Mountainland Applied Technology College/L3 Comunication/IM Flash/jcpenney & TIMPANOGOS HIGH	NUKES	4310	2625	2.1																																						2.1010337759668																																																																																
2	Grove, OK USA	Malone's CNC Machining, Inc. / Grand Lake Area Robotics Education / G & M Corkle Charitable Foundation / Grove Rotary Club & GROVE HS	FROG: FIRST Robotics Organization of Grove	3160	2626	2.1																				2.0989780823586																																																									-0.3258636626602																																									
1	Longview, TX USA	Texas Workforce Commission/Diagnostic Clinic of Longview/Westlake Chemicals/Eastman Chemicals & LONGVIEW H S	GLOBOTS	3037	2627	2.0						1.994108808183																																																																																																																
1	Perham, MN USA	The Pentair Foundation/Kitmasters/Industrial Finishing Services/Northwoods Electric/Central Minnesota Credit Union/ACE Hardware/The Stolee Family/Subway/Schmitz Body Paint and Repair & PERHAM SENIOR HIGH	Full Metal Jackets	3297	2628	2.0				1.9758070812251																																																																																																																		
1	Washington, DC USA	Friendship Public Charter School/NASA/BAE Systems/National Defense Education Program & FRIENDSHIP PCS WOODSON COLLEGIATE CAMPUS	BAE League of Extraordinary Engineers	1446	2629	2.0																																																																																																1.9625940796818																						
1	Anaheim, CA USA	The Boeing Company / Raytheon / MAES / VXB Ball Bearings / 2015 FRC Hardship Grant & ANAHEIM HIGH	The A Team	1438	2630	1.9																																		1.9363651195619																																																																																				
1	St. Paul, MN USA	Ecolab & HUMBOLDT SECONDARY SCHOOL	Ecolab Hawks	2529	2631	1.9																																																																																																	1.9199508981484																					
2	Oroville, CA USA	Best Buy / Butte County Office of Education ROP / PG&E / RCBS (ATK) / Roplast Industries, Inc. / Mary Lake-Thompson, Ltd. / Transfer Flow, Inc / The Brin Wojcicki Foundation / All Metals Supply / RaboBank / Oro Dam Cruisers & BUTTE CO ROP & LAS PLUMAS HIGH & CHICO HIGH & PLEASANT VALLEY HIGH & OROVILLE HIGH & INSPIRE SCH OF ARTS AND SCIENCES	Thunderbird Robotics	4643	2632	1.9																						0.9678631480812																														1.8930327839118																																																																		
1	Coronado, CA USA	NDEP/Qualcomm/Goodrich Aerostructures/Optimist Club of Coronado/Rotary International & CORONADO HIGH	Crown City Robotics	2827	2633	1.8881376981735																																																																																													1.8881376890007																									
1	Fort Smith, AR USA	Best Buy / SHS EAST & SOUTHSIDE HIGH SCHOOL	Reb Teks	4090	2634	1.9																				1.8866014992434																																																																																																		
1	Roswell, GA USA	Robotic Explorers	Gravity Loop	5004	2635	1.9								1.8526078444626																																																																																																														
2	Portola Valley, CA USA	Pentair/Silver Lake Partners/Liquid Robotics/five9 Networks & WOODSIDE PRIORY SCHOOL	barn2robotics	751	2636	1.8																						1.8489556523464																																																																								-3.9301513596884																								
2	Redford, MI USA	jcpenney & REDFORD UNION HIGH SCHOOL	The Bairs	4840	2637	1.8089802265167																																																																																		1.8089802025978																								1.1446484259945												
1	San Diego, CA USA	Rotary Club- Chula Vista Sunset/Qualcomm/SPAWAR & MONTGOMERY SENIOR HIGH	Team Pharaohs	4616	2638	1.8																																																																																													1.8063803366285																									
1	Brampton, ON Canada	General Motors of Canada / First Rookie Grant / First Canada / Tsubaki of Canada Limited & Turner Fenton Secondary School	TroBotics	5759	2639	1.7922959327698																		1.7922958931616																																																																																																				
1	Pharr, TX USA	PSJA SOUTHWEST H S	Loose Wires	5639	2640	1.7729015350342																																					1.7729014989891																																																																																	
1	Monterrey, NLE Mexico	Universidad Tecmilenio Campus Las Torres	Alpha Gear	4746	2641	1.7																			1.7226758059913																																																																																																			
1	Richmond, VA USA	NASA / CodeVA / Eureka Workshop / Mayor's Youth Academy / Strickland Machine Company / Farmer Machine / NP Technologies, LLC / Best Buy - Glen Allen & The RVA Coder Collective	RVA Coder Collective	5425	2642	1.7168555259705																																																										1.7168555575812																																																												
1	Springfield, IL USA	University of Illinois at Springfield / Simplex, Inc. & SACRED HEART GRIFFIN HIGH SCHOOL	Ninjaneers	4156	2643	1.7																																																					1.7145596908376																																																																	
2	Brimley, MI USA	OJIBWE CHARTER SCHOOL	Ojibwe Bots	5714	2644	1.6945776939392											0.4795287808068																																																																								1.6945776644458																																			
1	Toronto, ON Canada	The Anne and Max Tanenbaum Community Hebrew Academy of Toronto Wallenberg Campus	Titanium Tigers	5092	2645	1.7																		1.6760888643106																																																																																																				
1	Corpus Christi, TX USA	Texas Workforce Commission/FIRST in Texas/Time Warner & COLLEGIATE H S	Droid Rage	3035	2646	1.7																																					1.6649935851616																																																																																	
1	Kuseyfe, D Israel	amal ksifa	desert robot	5273	2647	1.6																															1.6153911286827																																																																																							
1	Chicago, IL USA	Neighborhood Group/Ecker-Erhardt Mechanical Maintenance Contractors, Inc/Antonelli Law, Ltd./2014 FRC Hardship Grant/John Vidinich/Neighborhood Group/Illinois Manufacturing Foundation	Impossible Mission Force	2136	2648	1.6																																																																																															1.5878920905315																							
2	Flint, MI USA	General Motors/Mott Foundation/Flint Community Schools/Axalta & NORTHWESTERN HIGH SCHOOL & SOUTHWESTERN ACADEMY & MOTT MIDDLE COLLEGE HIGH SCHOOL	Team F.I.R.E.	322	2649	1.5																								1.5498183635485																																																																																0.3177778347266														
1	Grand Rapids, MN USA	ALI & GRAND RAPIDS SENIOR HIGH	ThunderHawks	5143	2650	1.5			1.4934722536352																																																																																																																			
2	Shenzhen, 44 China	Shenzhen second senior high school&Shenzhen DADALELE Culture communication co., LTD	TBA	4953	2651	1.5	Carson	-4.9582360314342																																																																																																														1.463691088941						
1	Minneapolis, MN USA	Medtronic/Minneapolis Public Schools & WASHBURN SENIOR HIGH	Millerbots	2549	2652	1.4																																																																																																		1.43559719627																				
1	Yehud, M Israel	Trellidor Ltd. & Mekif Yehud	Black Unicorns	5135	2653	1.4																															1.414436604005																																																																																							
1	Old Westbury, NY USA	WESTBURY HIGH SCHOOL & WESTBURY HIGH SCHOOL	Rayout	2027	2654	1.4																																																																										1.393844539284																																												
2	Elsie, MI USA	OVID-ELSIE HIGH SCHOOL	Marauders	5234	2655	1.4									-0.3710148941737															1.3720415942962																																																																																														
1	Kansas City, KS USA	Kansas City Kansas Public Schools/KC Stem Alliance/The Boeing Company & F L SCHLAGLE HIGH	Horse Power!	1994	2656	1.333732008934																																				1.3337319901932																																																																																		
2	Byron, MI USA	BYRON AREA HIGH SCHOOL	Aquilas	5641	2657	1.2976868152618																								1.2976868634792																																																												-3.5020864063599																																		
1	Nederland, CO USA	Shortridge Family Foundation / Torpey Denver / Ball Aerospace Systems / Indian Peaks ACE Hardware / Boulder Valley School District / TRI- STATE / Gilpin County Commissioners / Gate LLC / Supply Chain Engineering / Supply Chain Engineering & NEDERLAND MIDDLE-SENIOR HIGH SCHOOL	Pirates	1584	2658	1.3																																																																						1.2687627085748																																																
1	Fullerton, CA USA	TROY HIGH	DesTROYers	3952	2659	1.3																																																																																													1.2609490071957																									
2	Gladstone, OR USA	The Boeing Company/Intel/Oregon Dept of Education/Quickor Suspension & GLADSTONE HIGH SCHOOL	Gladiators	3131	2660	1.2													1.2232668975401																																	0.3689032452277																																																																								
1	Memphis, TN USA	KINGSBURY HIGH SCHOOL	Kingsbury Falcons	3856	2661	1.1																																																																																																				1.1477910009454																		
1	Toronto, ON Canada	Toronto Catholic DSB/Millworks Custom Manufacturing & Chaminade College	The Gryphons	2634	2662	1.1																		1.1105565468859																																																																																																				
1	Richardson, TX USA	The Boeing Company / Texas Workforce Commission & PEARCE H S	P-51 Mustangs	1745	2663	1.1																																																																														1.1073238347882																																								
1	Jerusalem, JM Israel	Al-hayah secondary school	Al-Hayah	5670	2664	1.102398276329																															1.1023982856717																																																																																							
1	Kenyon, MN USA	KENYON-WANAMINGO SENIOR HIGH	Bots in Shining Armour	3848	2665	1.1																																																																																																		1.0572924398339																				
1	Brampton, ON Canada	AFA Systems / SEW-Eurodrive / General Motors of Canada / K+G Machine & Fletcher's Meadow Secondary School	Arrowbots	3705	2666	1.1																		1.055165316204																																																																																																				
1	San Marcos, CA USA	ViaSat / National Defense Education Program / Qualcomm & HIGH TECH HIGH NORTH CO	Top Hat Technicians	4014	2667	1.0																																																																																													1.0289091396337																									
2	Portland, OR USA	The Boeing Company/Mentor Graphics/Neighborhood Group & Tool Shed PDX	Bowtie Brigade	2093	2668	1.0													1.0131553191458																																																																								-2.5818943642885																																	
1	Kansas City, MO USA	Aramark/Wendy's/Kastle Grinding/Durbin Tree Servic/Archbishop O'Hara Parents Club & ARCHBISHOP O' HARA HIGH SCHOOL	Cel-Techs	2346	2669	1.0																																				0.9781389422638																																																																																		
1	Colbert, OK USA	NASA/Oklahoma state department of education/Tinker AFB/Mueller Construction Company & COLBERT MS	Colbert RoboLeopards	2382	2670	0.9																																																																													0.9101678595867																																									
1	San Diego, CA USA	CLAIREMONT HIGH	clairemonster	5474	2671	0.9																																																																																													0.8753627115341																									
1	Gastonia, NC USA	TE Connectivity/Okuma/4-H & PIEDMONT COMMUNITY CHARTER	Royal Robotics	3701	2672	0.8																																																								0.844121970495																																																														
1	Warrensburg, MO USA	Society of Women Engineers / Waterloo Industries, Inc. / University of Central Missouri & WARRENSBURG HIGH	The Burger Bots	4455	2673	0.8																																				0.8269604883758																																																																																		
1	Petach Tikva, M Israel	Ehad Haam	Talos	4757	2674	0.8																															0.802825205807																																																																																							
1	Charleston, SC USA	CATE-CCSD / The Citadel & BURKE HIGH	Bulldog Autobots	4748	2675	0.8					0.7751370253842																																																																																																																	
1	Chattanooga, TN USA	TVA & STEM CGLA 1	STEM	4924	2676	0.8																																																																							0.7631770174681																																															
1	Winnsboro, SC USA	NASA/Clemson University Cooperative Extension Service Fairfield County & FAIRFIELD CENTRAL HIGH	Griffin Robotics	5327	2677	0.7					0.7155493452303																																																																																																																	
1	toronto, ON Canada	First Robotics Canada / TDCSB / First Rookie Grant / Ryerson University / RBC All Girls Team Grant & St. Joseph's Morrow Park C.S.S.	sjmp	5598	2678	0.6957207918167																		0.6957208019882																																																																																																				
1	Bexley, OH USA	Bexley Education Foundation/DeVry University/Franklin International (Titebond)/Dupler Office/360 Architects & BEXLEY HIGH SCHOOL	Bexley Lions	4753	2679	0.6																																																																																																			0.6398013832107																			
1	St Marys, NSW Australia	Macquarie University/FIRST Team 3132 & St Marys Senior High School	Purple Monkey Dishwasher	4614	2680	0.6																																0.6157274736801																																																																																						
1	Bronx, NY USA	Pershing Square Foundation / NASA / Bezos Family Foundation / jcpenney & ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL	The Warriors	421	2681	0.6																																							0.6073547258751																																																																															
1	Yukon, OK USA	YUKON HS	Psi Factor	5548	2682	0.6																																																																													0.6069639594775																																									
1	Armadale, VIC Australia	Ford Australia / BAE Systems / Swinburne University / STEM HQ & Neighborhood Group	Melbourne RoboCats	5648	2683	0.5920779705048																																0.5920779709397																																																																																						
1	Potsdam, NY USA	Clarkson University & NNYRA	Udder Chaos	5240	2684	0.5																																																									0.5372916042766																																																													
1	Mendota Heights, MN USA	Ecolab/Genisys Credit Union & HIGHLAND PARK SENIOR HIGH	Lightning Turtles	3100	2685	0.5																																																																																																	0.4833545750873																					
1	Wadesboro, NC USA	Southern Fabricators, Inc & ANSON NEW TECHNOLOGY SCHOOL & Anson County 4-H	RoboWolves	3661	2686	0.5																																																								0.4623997514711																																																														
1	Raleigh, NC USA	CenturyLink / Qualcomm & Girl Scouts-NC Coastal Pines	Gadget Girls	4816	2687	0.4																																																								0.4480081984803																																																														
1	Center Moriches, NY USA	CENTER MORICHES HIGH SCHOOL	Infernobotix	4458	2688	0.4																																																																										0.4457804415064																																												
1	Overland Park, KS USA	Kansas City Power and Light/Honeywell Hometown Solutions/Ewing Marion Kauffman Foundaton/Shawnee Mission Education Foundation & SHAWNEE MISSION SOUTH HIGH	Raider Revolution Robotics	1984	2689	0.4																																				0.4429843053146																																																																																		
2	Rochester, NY USA	Xerox Corporation & OUR LADY OF MERCY HIGH SCHOOL	Xcentrics	2340	2690	0.4																																	-0.2714924490977																																										0.3858784785696																																											
1	Dallas, TX USA	Texas Workforce Comission/Woodrow Wilson High School Community Foundation & WOODROW WILSON H S	RoboCats	5242	2691	0.2						0.2457884639564																																																																																																																
1	Pharr, TX USA	PSJA ISD/American Electric Power/Texas Workforce Commission & FIRST in Texas & T-STEM EARLY COLLEGE H S	T-STEM Titans	3029	2692	0.2052363753319																																					0.2052363701976																																																																																	
2	Mendota Heights, MN USA	Boston Scientific & VISITATION SCHOOL	The Robettes	2177	2693	0.2			0.1991729099028																																																																																															-0.8770066938055																				
1	Brooklyn, NY USA	New York City College of Technology/Pershing Square & PAUL ROBESON HIGH SCHOOL	Init();	4383	2694	0.0859348848462																																							0.0859348877247																																																																															
1	Onalaska, WI USA	Mathy Construction Topperbotics & ONALASKA HIGH	Topperbotics	5003	2695	0.0829819813371			0.0829819809722																																																																																																																			
1	Goochland, VA USA	Luck Stone Corporation/Rockwell Automation/Goochland Rotary /TKL Products Corp/J. Sargeant Reynolds Community College & GOOCHLAND HIGH & GOOCHLAND MIDDLE	The Junkyard Dogs	2106	2696	0.1																																																										0.0766121561244																																																												
1	Minneola, FL USA	Lake County Schools / Affordable Pull Outs / Outback Steakhouse / Bishop's Gate Sports Services / Preferred Family Chiropractic / Burger Craft & Lake Minneola High School	Nerds of Prey	4065	2697	0.0																																			0.0200006520084																																																																																			
1	Chicago, IL USA	Motorola Solutions & ACE TECHNICAL CHARTER HIGH SCHOOL	Mechanicats	1850	2698	0.0																																																																																															0.0189322182213																							
1	Culpeper, VA USA	TE Connectivity Foundation / Angelic Robotics / Angelic Technology / Continental & Family Friends	Robo Hamsters	4466	2699	0.0																																																										0.001436921921																																																												
1	Amarillo, TX USA	CAPROCK H S	C-RockBotics	4298	2700	0.0																																																																													-0.0016418881887																																									
1	Haliburton, ON Canada	Haliburton Highlands Secondary School	Hawks	5324	2701	0.0																																																																					-0.0353544368625																																																	
1	Le Sueur, MN USA	jcpenney & LESUEUR-HENDERSON HIGH SCHOOL	LSH Robotics	4244	2702	-0.0411329902709			-0.0411329892466																																																																																																																			
1	Brampton, ON Canada	Louise Arbour 	Justice	5519	2703	-0.1																		-0.0544764268317																																																																																																				
1	St-Georges, QC Canada	Carrefour Saint-Georges / Garaga / Kennebec Dodge Chrysler / Mécanium / CSTB / Prodevco Industries Inc. / Manac / Groupe Canam / Fusion jeunesse & Polyvalente de St-Georges	RoBeauce	5095	2704	-0.0650945529342																																																		-0.0650945521493																																																																				
1	Charlottesville, VA USA	NASA / University of Virginia / Parker Intellectual Property Law Firm, PLC / Axiom NPDP & ALBEMARLE HIGH & MILLER SCHOOL & CHARLOTTESVILLE HIGH & WESTERN ALBEMARLE HIGH	Cavalier Robotics	619	2705	-0.1																																																										-0.0815997234777																																																												
1	Coolidge, AZ USA	COOLIDGE HIGH SCHOOL	Bearcepticons	5207	2706	-0.1																																																			-0.0884066375213																																																																			
1	Tulsa, OK USA	DOVE SCIENCE ACADEMY (TULSA)	Fast and Serious	5001	2707	-0.1																																																																													-0.1058768134692																																									
1	Lafayette, LA USA	Fugro/Frank's International/University of Louisiana at Lafayette & DAVID THIBODAUX CAREER AND TECHNICAL HIGH SCHOOL	Krewe de Reauxbotics	4353	2708	-0.174235612154																																																						-0.1742356087787																																																																
2	San Mateo, CA USA	CIM 3 Engineering/Intuitive Surgical/SRI International/Google/Brin Wojcicki Foundation/Qualcomm Inc./Silver Spring Networks/Oracle/San Mateo Union High School District/Harry's Carpet/PythonAnywhere/Talbot's Toyland/The Copy Shop/Willow Garage & ARAGON HIGH	ART	840	2709	-0.2																						-1.1701702841306																																																																								-0.1892285775481																								
1	Raceland, LA USA	John Deere / Lafourche Parish School Board & CENTRAL LAFOURCHE HIGH SCHOOL	Trobotics	4316	2710	-0.2																																																						-0.2068134490435																																																																
1	Rathdrum, ID USA	NASA/Lakeland Booster Club/Discover Technology/Bay Shore Systems Inc./Amulet Manufacturing/Empire Airlines/Lakeland Education Foundation/Kootenai Electric Cooperative/Lions Club International/Stein's Family Foods/Johnson Metal Work/Small's Construction/Lonnies Uphostry/Intermax Networks & LAKELAND SENIOR HIGH SCHOOL	Misfit Toys	3513	2711	-0.2																																																																																										-0.2327243525682																												
1	Oklahoma City, OK USA	The Boeing Company/Team Tinker/Leavitt Signs/J-M Distributors & MOUNT SAINT MARY HIGH SCHOOL	Atomic Shock	2723	2712	-0.3																																																																													-0.250618342248																																									
1	Shelby, NC USA	CCS CTE / ISA-AF / Baldor Electric Company / Cleveland Community College & Cleveland County Schools	C4	4767	2713	-0.3																																																								-0.2843503608847																																																														
1	SACRAMENTO, CA USA	NASA / SolidWorks Corporation / Ekocycle / Brin Wojcicki Foundation / M&M Machining and Welding & CAPITAL CHRISTIAN SCHOOL	Kinetic	5250	2714	-0.4																																																				-0.3642891030389																																																																		
1	Searcy, AR USA	Riverview School District / 21st Century After School Program / The Scrub Hub / Riverview Booster Club / Connie's Flower Shop / Bailey's Pizza / Car City, Searcy, AR / Nadine Richmond / Lisa Smith / VFW Post 2330 / Ron Spence / Creative Signs / US Copy and Printing / Searcy Optimist / Blake Hendrix State Farm Agency & RIVERVIEW HIGH SCHOOL	TechRaiders	4490	2715	-0.4																				-0.3670013856547																																																																																																		
1	Greensboro, NC USA	TE Connectivity / Analog Devices / Honda Aircraft Company / Volvo Trucks North America / ABCO Automation & GRIMSLEY HIGH	Team Prion	3215	2716	-0.391058743																																																								-0.3910587484679																																																														
1	Saint Paul, MN USA	3M / St. Paul Federal Credit Union / General Dynamics Advanced Information Systems / Google & COMO PARK SENIOR HIGH	BEASTBOT	2855	2717	-0.4073536098003																																																																																																	-0.4073536012469																					
1	Québec, QC Canada	WSP Canada & Polyvalente de Charlesbourg	Huskies	5439	2718	-0.4																																																		-0.423665554105																																																																				
1	Staples, MN USA	CLC Robotics/3M/jcpenney/Nyhus Chevrolet/Benson fabricating & STAPLES-MOTLEY SENIOR HIGH	The First Robotic Cardinals	3846	2719	-0.4			-0.4260904346231																																																																																																																			
1	Fredericksburg, VA USA	Booz Allen Hamilton / NDEP / Rappahannock Electric Cooperative / Scuba Shack / Papa Johns / Foley Family / Kobin Family / Johnston & O'Donnell Family / Tate Family & JAMES MONROE HIGH	RoboJackets	2402	2720	-0.5																																																										-0.5146876387449																																																												
1	Jenks, OK USA	Williams/OSDE/AEP & JENKS HS	Prime Movers	31	2721	-0.7																																																																													-0.6628168770249																																									
1	Chapel Hill, NC USA	NASA/Qualcom & EAST CHAPEL HILL HIGH	EastBots	4795	2722	-0.7																																																								-0.6794229229378																																																														
1	Neuville-sur-Saône, 69 France	La famille Dailly / Notre Dame de Bellegarde / 3D Systems / Prosiref / Coca-Cola / Veolia Waters / Answer / Electriox / Syndicat des communes Saône Monts d'or / Apel / Murielle Gstalder / Cécile Paccard / Sunaero & Notre Dame de Bellegarde	Robo'lyon	5553	2723	-0.7180137634277																																																		-0.7180137752274																																																																				
2	Atlanta, GA USA	Novelis / Johnson Research and Development / Women In Technology / Net Planner Systems inc. / Automation Direct / XL Machine Works / RBM of Alpharetta / Horse Authority / Atlanta Hobby Robot Club / RIGOL Technologies, Inc. / Honeywell / Conklin Metal Industries / Atlanta Community Tool Bank & Home School	Team Reboot	4080	2724	-0.8	Curie																																																																						-10.4178184824613																																											-0.8193887396818				
1	San Antonio, TX USA	Lockheed Martin/First In Texas/Elmendorf Fund/Southwest Research Institute/Texas Institute for Educational Robotics/Akimeka, LLC & MEMORIAL HIGH SCHOOL	Toltechs	499	2725	-0.8455809950829																																					-0.8455810023324																																																																																	
1	Arcadia, CA USA	Arcadia Unified School District / NASA JPL / Los Angeles County ROP / Waste Management & ARCADIA HIGH	Absolute Value	867	2726	-0.8																																		-0.8499025353166																																																																																				
1	beer sheva, D Israel	makif vav	mkif vav	5747	2727	-0.8950079083443																															-0.895007916344																																																																																							
1	Kansas City, MO USA	OAK PARK HIGH	Northmen Robotics	5082	2728	-0.9110696315765																																				-0.9110696463793																																																																																		
2	Mishicot, WI USA	NASA/Kohler/Manitowoc Crane/Vollrath Co./Miller Manufacturing/Broadwind Towers/Nextera Energy/PTC/Edward Jones & MISHICOT HIGH	STEMpunk	4531	2729	-0.9275191426277				-0.9275191492614																																																							-11.3429172201826																																																											
1	Chattanooga, TN USA	BOYD-BUCHANAN SCHOOL	RoboBucs	5005	2730	-1.0																																																																							-0.9774673695909																																															
1	Plymouth, MN USA	Boston Scientific & WAYZATA HIGH	Wayzata Robotics	2264	2731	-0.9877567887306			-0.9877568123486																																																																																																																			
1	Anoka, MN USA	Caterpillar, Inc. / The Boeing Company & SECONDARY TECHNICAL EDUC. PROG. & CHAMPLIN PARK SENIOR HIGH	R.U.S.T (Robotics Uniting Students Together)	2225	2732	-1.0																																																																																																		-1.0105746016257																				
1	Franklin, TN USA	Underwriters Laboratory/Synergy Bank/Growtech & FRANKLIN HIGH SCHOOL	RoboKomodos	4306	2733	-1.0																																																																																																				-1.0200442364438																		
1	Beijing, 11 China	Northern Jiaotong University High School & Shanxi Province Youth Science and Technology Event Center	Siyuanzhikong	5600	2734	-1.0221529006958																																-1.0221528503808																																																																																						
1	Paola, KS USA	City of Paola / Dean Scherman Memorial Fund / The Baehr Foundation / The Roman Foundation / KC Power Source / 3D Systems / Kalmar Solutions / Coca-Cola & PAOLA HIGH	Panther Robotics	1108	2735	-1.0																				-1.0438855528229																																																																																																		
1	Kansas City, MO USA	Hickman Mills School District/Black and Veatch/Cerner Corporation & RUSKIN HIGH SCHOOL	HERMES	2001	2736	-1.1																																				-1.0742476342285																																																																																		
1	Whitby, ON Canada	Ontario Power Generation/General Motor of Canada & Anderson CVI	Bits & Pieces	4248	2737	-1.1																																	-1.1112791531102																																																																																					
2	Mount Morris, MI USA	BEECHER HIGH SCHOOL	Beecher Bots	5713	2738	-1.1231669187546																								-1.12316689404																																																																																	-5.7075378941418													
1	Shelburne, ON Canada	SHSM / Student Success & Centre Dufferin District High School	Royals Redneck Robots	4943	2739	-1.2																																																	-1.1644444657379																																																																					
1	Chicago, IL USA	YOUNG MAGNET HIGH SCHOOL	Robophins	4302	2740	-1.2																																																																																															-1.2056088649042																							
1	Beer Sheva, D Israel	Rash foundation & AMAL RAMOT BEER SHEVA	ElectroBunny	1954	2741	-1.2																															-1.2110150334148																																																																																							
2	Los Angeles, CA USA	Theodore Roosevelt Senior High School	LA Streetbots	4964	2742	-1.3																																		-8.5962618507755																																														-1.2621738972014																																						
1	Toronto, ON Canada	Xerox Canada/Prodomax Automation Inc & Brebeuf College High School	Brebotics	3541	2743	-1.3																		-1.3485978250294																																																																																																				
1	Saint Louis, MO USA	NASA / Rockwell Automation / Boeing / 3D Systems / Coca-Cola & ROSATI-KAIN HIGH SCHOOL & Girl Scouts of Eastern Missouri	SistamatiK	5583	2744	-1.4																																																							-1.3543107287026																																																															
1	Albany, GA USA	Dougherty County Schools System / Women in Technology / NASA / Albany Technical College / Cycle World / 3D Systems and The Coca Cola Company & Monroe High School	Terminators	4730	2745	-1.4								-1.3712916481097																																																																																																														
1	Spanish Fork, UT USA	SRT/jcpenney/Nu Skin/Temkin & MAPLE MOUNTAIN HIGH	Eaglebots	3405	2746	-1.5																																						-1.450325017605																																																																																
1	Idaho Falls, ID USA	Bonneville Joint School District #93 / Silvercreek Realty Group / Mountain View Medical Center / Teton Toyota & TECHNICAL CAREERS HIGH SCHOOL & BONNEVILLE HIGH SCHOOL & SKYLINE SENIOR HIGH SCHOOL & TAYLORS CROSSING CHARTER SCHOO & HILLCREST HIGH SCHOOL	AMMOKNIGHTS	1566	2747	-1.5																																						-1.4813470159379																																																																																
1	Columbia, MO USA	NASA / Boeing / University of Missouri-Columbia / Wal-Mart / Assistance League of Mid-Missouri / Inquest Environmental / Machen's Ford / Andrew Winslow, Ph.D & COLUMBIA AREA CAREER CTR.	The Army Ants	3792	2748	-1.5																																				-1.5314504943054																																																																																		
1	Kealakekua , HI USA	Konawaena High School & KONAWAENA HIGH SCHOOL	Wildcats	3878	2749	-1.7																																																																								-1.6613964655686																																														
1	Lagrange, GA USA	Kimberly-Clark / NASA / Mobis / KIA & TROUP COUNTY HIGH SCHOOL	Sumdroids	3581	2750	-1.7								-1.7200192505774																																																																																																														
1	Mesa, AZ USA	Lockheed Martin & ASU Preparatory Academy - Polytechnic	Peace Love Robots	4111	2751	-1.9																																																			-1.8833245496391																																																																			
1	El Paso, TX USA	Bezos Foundation/SAIC/Armor Metals & Supply/El Paso STEM Foundation & J M HANKS HS	Dark Knights	4378	2752	-1.9																																					-1.9015175708289																																																																																	
1	Gonzales, LA USA	BASF/Ford, Bacon, & Davis Engineering & EAST ASCENSION HIGH SCHOOL	Robot Ascension	4053	2753	-1.9																																																						-1.9448977280905																																																																
1	Marysville, OH USA	Honda/AWH/PK Controls & MARYSVILLE HIGH SCHOOL	Short Circuit	3484	2754	-2.1																																																																												-2.0910394407704																																										
1	St. Paul, MN USA	3M / Johnson Aerospace & Engineering High School / The Governors Club / Honeywell / Tom & Barbara Murphy & JOHNSON SENIOR HIGH	Govies	3745	2755	-2.128500699997																																																																																																	-2.1285007705463																					
1	Middle Island, NY USA	LONGWOOD HIGH SCHOOL	Longwood Robotics	564	2756	-2.1																																																																										-2.1346261070643																																												
1	Henrico, VA USA	NASA / PTC & Henrico County 4-H	Duck and Cover	5520	2757	-2.1																																																																															-2.149737018418																																							
