# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	Archimedes	Curie	Galileo	Newton	BAE	FingerLakes	Palmetto	HubCity	CentralValley	Kettering	TraverseCity	HatboroHorsham	TorontoEast	SanDiego	Orlando	WPI	LakeSuperior	NorthernLights	Oregon	LoneStar	NewYorkCity	GullLake	Waterford	Israel	Montreal	Peachtree	Boilermaker	KansasCity	St.Louis	NorthCarolina	Pittsburgh	Virginia	Detroit	St.Joseph	TCNJ	SpringsideChestnutHill	Waterloo	Phoenix	Sacramento	LosAngeles	Bayou	Boston	QueenCIty	Dallas	Utah	CentralWashington	Wisconsin	WestMichigan	GrandBlanc	MountOlive	LenapeSeneca	TorontoWest	InlandEmpire	Connecticut	WashingtonDC	SouthFlorida	MN10000Lakes	MNNorthStar	Buckeye	Oklahoma	SmokyMountains	Alamo	Seattle	Livonia	Troy	WesternCanadian	Razorback	SiliconValley	Colorado	Hawaii	Midwest	Crossroads	PineTree	LasVegas	LongIsland	Spokane	Bedford	BridgewaterRaritan	Chesapeake	MichiganState	MidAtlanticRegion
																																																																																								
1	Sammamish, WA USA	The Boeing Company/Intellectual Ventures/Orora Design Technologies/SAE NW Section/Atkinson/Verizon & Eastlake High School Robotics	Top Gun	1294	519	29.4																																																																29.3732118790437																		
1	Summerville, SC USA	The Boeing Company & Cane Bay High	Viper Drive	3490	520	29.3								29.3202926199312																																																																										
1	Puyallup , WA USA	The Boeing Company & Puyallup High School Robotics Club	Horns of Havoc	3393	521	29.3																																																																29.2836221551981																		
2	Platteville, WI USA	UW-Platteville / John Deere & Area Schools	Cheese Curd Herd	171	522	29.3																																																16.5405088873787											29.2631487115361																							
1	Baltimore, MD USA	Key Technologies Inc/Netzer Metalcraft/Baltimore City Public School System & Western High School	RoboDoves	2528	523	29.3																																																																																29.2503509917094		
1	La Crescent, MN USA	Logistics Health, Inc. / Ace Communications Group / La Crescent Booster Club / La Crescent Community Foundation / La Crescent Rotary Club / Torrance Casting & La Crescent-Hokah High School	Sir Lancer Bots	2977	524	29.2																		29.1949444267925																																																																
1	Baton Rouge, LA USA	jcpenney & Catholic High School	BearMetal	3606	525	29.2																																										29.1933914546636																																								
3	Ferndale, MI USA	IMPI ROBOTICS/Schaeffler Group/Ferndale Education Foundation/IBM/jay-cee sales & rivet inc./Ferndale Schools/Garden Fresh Salsa & Ferndale High School	IMPIS	1025	526	29.2																								22.5874213120459																										25.3917771698732																															29.1774616577274	
3	Miami, FL USA	Motorola Solutions/jcpenney & TERRA Environmental Research Institute	MotoRobo	3410	527	29.0	Curie		11.9466564346276													22.6469407963914																										28.9948433776305																																								
2	Porto Alegre, RS Brazil	Dorvo Maquinas / Metalaser / Goethe Institut / Porto Brasil Viagens & Provincia de Sao Pedro High School	Brazilian Machine	383	528	29.0																																											13.4204613845167													28.9750875128748																										
1	Columbus, OH USA	PAST Foundation / Honda / TechColumbus / Ohio Valley Testing & Metro Early College High School	The Metrobots	3324	529	29.0																																												28.9636747708468																																						
2	Maryville, TN USA	ALCOA/Maryville City Schools Foundation/Oak Ridge National Laboratories/Massey Electric/IEEE/Remotec/ASME & Maryville High School	B. C. Robotics	4504	530	29.0																																												9.2349536529915																		28.9584652340438																				
3	Midland, MI USA	jcpenney & Bullock Creek High School	BlitzCreek	3770	531	29.0												16.1287296269904																																					28.9546217029871																													19.5794052512147				
2	Greensboro, NC USA	NASA / TE Connectivity / ABCO / RF Micro Devices / Analog Devices, Inc. / Teradata Corporation / PTC & ECG Robotics Inc.	Triple Strange	1533	532	28.9																															10.2792347547682													28.8726908898779																																						
3	Franklin, VA USA	BAE Systems/Lowe's Home Improvement/Vic's Signs and Engraving/Burgess & Co./FNS Network & Franklin High School	B.O.T. (Builders of Tomorrow)	1610	533	28.8	Archimedes	5.9416499764439						28.8465890900553																									22.6215063572354																																																	
3	Dayton, OH USA	NDEP / RPG Industries / Booz Allen Hamilton / Teradata Corporation / Midmark Corporation / Thyssenkrupp Copper and Brass Sales / RB Jergens Contractors / SAIC / Rotary Club of Vandalia / National Defense Education Program & Innovators Robotics Inc. & iSpace Science	Innovators Robotics	3138	534	28.8	Curie		47.2405643604846																																									28.778596084424																													28.2243583179806									
1	Huntsville, AL USA	SAIC/Elk Lodge 1648/AUVSI, Pathfinders Chapter & Virgil I. Grissom High School	G.R.E.A.T. (Grissom Robotics Engineering Applications Team)	3319	535	28.8																															28.7615934538534																																																			
2	No. Massapequa, NY USA	Plainedge High School Red Dragons	Dragons	527	536	28.7																																	26.5404807394745																																											28.7308960360955						
1	Sherbrooke, QC Canada	Bombardier Inc./Bombardier Aéronautique/Sherbrooke University & Séminaire de Sherbrooke High School	Evolution	2626	537	28.7																										28.7251103623736																																																								
1	Blackduck, MN USA	NASA/jcpenney & Blackduck High School	Quack Attack	4181	538	28.7																		28.7228262509923																																																																
1	Toluca, MEX Mexico	General Motors México/Tec de Monterrey, Campus Toluca & Tec de Monterrey Campus Toluca, Preparatoria	TECBOT	3158	539	28.7																																							28.6858290364313																																											
2	Delbarton, WV USA	NASA/American Electric Power/Mingo County Schools/Alpha Natural Resources & Mingo Central High School & Tug Valley High School	Robo Rats	1249	540	28.6																															28.6096061473572																															28.3919478627027																				
3	Wolcott, CT USA	UTC Sikorsky Aircraft & Wolcott High School	Team Max	1071	541	28.6	Archimedes	24.5401650610736																																																					0.5131955968874																			28.608628865744								
3	Plainview, NY USA	Trio Hardware / Bloomberg L.P. / BAE SYSTEMS / Northrop Grummon / B & Z Steel Equipment Co. Inc. / Just Shelf It / Shoreline Beverage / Family Bagel / Niletti Creations / Annie Sez / Gershow Recycling / Long Island Pipe Supply / Dr. Raphael Strauss Allergy & Asthma / Star Kitchen & Plainview-Old Bethpage JFK High School	POBots	353	542	28.5	Newton				37.9801118520623																	16.6356995054707																																																						28.5047395097534						
1	Delray Beach, FL USA	NASA/jcpenney & Atlantic Community High School	Eagles Robotics Xperience	3992	543	28.4																																																									28.4120675364523																									
3	Shawnee, KS USA	LeVic Plastics / Black and Veatch / Grundfos / Harold Payne Plastics Lc / DST Systems, Inc. / Shawnee Cycle / Honeywell International / Structura / KC STEM Alliance / Festo / Dimensional Innovations / Ewing Marion Kauffman Foundation & Mill Valley High School & Mill Valley Booster Club	Jaguar Robotics	1810	544	28.4	Curie		37.8411315186313																										12.2654993676725																																							28.4115878867242														
2	Pryor, OK USA	Pryor High School	Tigers	4523	545	28.4	Curie		33.4996227426892																																																										28.3966032287789																					
2	Searcy, AR USA	NASA/jcpenney/Excel Ford/White County Medical Center/Arkansas FIRST & Harding Academy	Breakaway	3937	546	28.4																																										18.5538889202221																										28.3505344498432														
1	Brooklyn Park, MN USA	Medtronic Inc/PTC & Park Center High School	Pi-rats	3291	547	28.3																																																											28.337709239212																							
1	Fergus Falls, MN USA	Pentair Foundation/StoneL/Otter Tail Power & Fergus Falls High School	Otters	3293	548	28.2																			28.1569985143575																																																															
3	Marietta, GA USA	Shaheen & Company / GE Volunteers / Novelis / Kimberly-Clark / Automated Logic / United Technologies / Standridge Color / Lockheed-Martin Aeronautics / Georgia Power / GEICC / STEM Leadership Foundation / Dow / AIAA / Orasi Software / Cobb EMC / Georgia Natural Gas / Arylessence / ASME / Johnnys Pizza / Georgia Tech Research Institute / Halco Lighting / Lithonia Lighting / Cana Communications / Graphic Solutions Group / Modern Metals / RayPaul Coating / Peterson Aluminum / Edwards Tire / Kennesaw State University & The Carlton J. Kell High School	Kell Robotics	1311	549	28.1	Newton				43.3370360577126																						6.9580122629429																																			28.0898858097831																				
3	greenbelt, MD USA	NDEP & Team Illusion	EdisonKids	4464	550	28.1	Curie		18.0053351257346																																																					28.0894098522011																								2.5497121446486		
1	Waconia, MN USA	NASA & Waconia High School	RoboCats	4198	551	28.1																																																											28.083986426234																							
2	La Cañada, CA USA	NASA/SpaceX/Musk Foundation/Industrial Metal Supply/Mallcraft Construction/Jet Propulsion Lab & La Canada High School & LCHS ROP	La Canada Engneerng Cub	2429	552	28.1																																																						28.0794052199471																					13.6147379524687							
1	Augusta, ME USA	NASA & REM	Delta Squad	4473	553	28.0																																																																										28.0464052990362								
